"","API_Number","Document.Number","Receive.Date","Operator.Number","Operator","Address","City","State","Zip.Code","API.State.Code","API.County.Code","API.Sequence.Number","Well.Name","Well.Number","Qtr.Qtr","Section","Township","Range","Shut.In.Injection.well","Last.approved.MIT","Test.Type","Describe.Repairs.or.Other.Activities.","Injection.Producing.Zones","Perforation.Interval","Open.Hole.Interval","Bridge.Cement.Plug.Depth","Test.Date","Well.Status.during.test","Casing.Before","Initial.Tubing","Final.Tubing","Start.Casing","X5.Min.Casing","X10.Min.Casing","Final.Casing","Loss.or.Gain","Witness","Date.Submitted","Form.Status","Status.Date","Latitude","Longitude","Utm_X","Utm_Y"
"1594","05-069-06291",200213280,"6/22/2009 0:00:00",29625,"TOM FENNO PRODUCTION LLC                          ","1707  AVIAN DR                                    ","FORT COLLINS                  ","CO","80525     ","05","069","06291","REDWIN                             ","22-66          ","NWSE  ",22,"9N    ","68W    ","INJECTION           ","9/14/2004 0:00:00","5-YEAR UIC TEST","-","MDDYJ ","6099-6154                     ","NA                       ","NA    ","6/17/2009 0:00:00","AC",200,1760,1760,1500,1500,1500,1500,0,"Y","6/17/2009 0:00:00","APPROVED  ","6/17/2009 0:00:00",40.730597,-104.987165,501084,4508852
"1595","05-069-06291",200059768,"9/15/2004 0:00:00",29625,"TOM FENNO PRODUCTION LLC                          ","1707  AVIAN DR                                    ","FORT COLLINS                  ","CO","80525     ","05","069","06291","REDWIN                             ","22-66          ","NWSE  ",22,"9N    ","68W    ","INJECTION           ","7/16/1999 0:00:00","5-YEAR UIC TEST","-","MDDY  ","6099-6154                     ","","","9/14/2004 0:00:00","IJ",0,1700,1700,1500,1500,1500,1500,0,"Y","","APPROVED  ","9/15/2004 0:00:00",40.730597,-104.987165,501084,4508852
"1596","05-069-06291",401377080,"8/15/2017 14:06:11",29625,"TOM FENNO PRODUCTION LLC                          ","1707  AVIAN DR                                    ","FORT COLLINS                  ","CO","80525     ","05","069","06291","REDWIN                             ","22-66          ","NWSE  ",22,"9N    ","68W    ","INJECTION           ","10/25/2012 0:00:00","5-YEAR UIC TEST","-","MDDY  ","6099-6154                     ","                         ","      ","7/14/2017 0:00:00","IJ",0,1260,1260,1590,1590,1590,1590,0,"Y","8/15/2017 14:06:11","APPROVED  ","2/16/2018 14:58:03",40.730597,-104.987165,501084,4508852
"1597","05-069-06295",401930518,"2/11/2019 15:06:51",52530,"MAGPIE OPERATING, INC                             ","2707 SOUTH COUNTY RD 11                           ","LOVELAND                      ","CO","80537     ","05","069","06295","ANDERSON                           ","2              ","SESW  ",32,"5N    ","68W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NBRR  ","4,501' to 4,839'              ","                         ","4560  ","1/22/2019 0:00:00","SI",0,NA,NA,450,440,440,440,-10,"Y","2/11/2019 15:06:51","APPROVED  ","2/14/2019 11:32:07",40.351111,-105.033282,497174,4466729
"1598","05-069-06297",200056809,"7/15/2004 0:00:00",95233,"WELLINGTON OPERATING COMPANY                      ","6065 S QUEBEC ST  STE 201                         ","ENGLEWOOD                     ","CO","80111     ","05","069","06297","MSSU                               ","30-14          ","NWSW  ",30,"8N    ","68W    ","INJECTION           ","2/1/1999 0:00:00","5-YEAR UIC TEST","-","MDDYJ ","5196-5256                     ","","","7/13/2004 0:00:00","IJ",0,1160,1160,1260,1255,1252,1250,-10,"Y","","APPROVED  ","7/15/2004 0:00:00",40.632036,-105.053566,495470,4497912
"1599","05-069-06297",402155560,"8/26/2019 15:36:18",10312,"PROSPECT ENERGY LLC                               ","1036 COUNTRY CLUB ESTATES DR                      ","CASTLE ROCK                   ","CO","80108     ","05","069","06297","MSSU                               ","30-14          ","NWSW  ",30,"8N    ","68W    ","INJECTION           ","6/11/2014 0:00:00","VERIFICATION OF REPAIRS","-Install 4 1/2"" liner from 5152 to surface. Cement to Surface.","MDDY  ","5196-5256                     ","                         ","      ","8/16/2019 0:00:00","SI",-1,-1,-1,1520,1520,1520,1520,0,"Y","8/26/2019 15:36:18","APPROVED  ","9/25/2019 10:57:44",40.632036,-105.053566,495470,4497912
"1600","05-069-06297",239935,"10/29/2003 0:00:00",95233,"WELLINGTON OPERATING COMPANY                      ","6065 S QUEBEC ST  STE 201                         ","ENGLEWOOD                     ","CO","80111     ","05","069","06297","MSSU                               ","30-14          ","NWSW  ",30,"8N    ","68W    ","INJECTION           ","11/2/1994 0:00:00","5-YEAR UIC TEST","-","MDDY  ","5196-5256                     ","NA                       ","NA    ","2/1/1999 0:00:00","IJ",0,1200,1200,1420,1415,1412,1410,-10,"Y","2/1/1999 0:00:00","APPROVED  ","2/1/1999 0:00:00",40.632036,-105.053566,495470,4497912
"1601","05-069-06301",402031545,"5/3/2019 11:24:58",10312,"PROSPECT ENERGY LLC                               ","1036 COUNTRY CLUB ESTATES DR                      ","CASTLE ROCK                   ","CO","80108     ","05","069","06301","MSSU                               ","19-5           ","SENE  ",19,"8N    ","68W    ","INJECTION           ","5/5/2014 0:00:00","5-YEAR UIC TEST","-","MDDY  ","4793-4825                     ","                         ","      ","5/3/2019 0:00:00","IJ",0,1100,1100,1300,1300,1300,1300,0,"Y","5/3/2019 11:24:58","APPROVED  ","5/9/2019 15:20:50",40.64901,-105.042973,496367,4499796
"1602","05-069-06301",1190597,"4/5/2004 0:00:00",95233,"WELLINGTON OPERATING COMPANY                      ","6065 S QUEBEC ST  STE 201                         ","ENGLEWOOD                     ","CO","80111     ","05","069","06301","MSSU                               ","19-5           ","SENE  ",19,"8N    ","68W    ","INJECTION           ","","5-YEAR UIC TEST","-convert pr well to ij well.","MDDYJ ","4793-4825                     ","NA                       ","","4/2/2004 0:00:00","SI",0,0,0,1450,1450,1450,1450,0,"Y","4/2/2004 0:00:00","APPROVED  ","4/5/2004 0:00:00",40.64901,-105.042973,496367,4499796
"1603","05-069-06302",237361,"7/15/2003 0:00:00",95233,"WELLINGTON OPERATING COMPANY                      ","6065 S QUEBEC ST  STE 201                         ","ENGLEWOOD                     ","CO","80111     ","05","069","06302","MSSU                               ","19-6           ","SWNE  ",19,"8N    ","68W    ","INJECTION           ","","VERIFICATION OF REPAIRS","TUBING/PACKER LEAK-","MDDYJ ","4631-4680                     ","NA                       ","NA    ","2/9/1999 0:00:00","SI",0,0,0,1040,1020,1010,1005,-35,"Y","2/9/1999 0:00:00","APPROVED  ","2/9/1999 0:00:00",40.648778,-105.044091,496272,4499770
"1604","05-069-06303",200037927,"4/25/2003 0:00:00",95233,"WELLINGTON OPERATING COMPANY                      ","6065 S QUEBEC ST  STE 201                         ","ENGLEWOOD                     ","CO","80111     ","05","069","06303","MSSU                               ","19-7           ","SWSE  ",19,"8N    ","68W    ","INJECTION           ","","5-YEAR UIC TEST","-Note:  Initial test after conversion from producer to injector","MDDYJ ","4704-4750                     ","","","7/23/2002 0:00:00","IJ",0,-1,-1,1170,1140,1110,1100,-70,"Y","","APPROVED  ","7/25/2002 0:00:00",40.64049,-105.043248,496343,4498850
"1605","05-069-06303",200359749,"8/13/2012 0:00:00",10312,"PROSPECT ENERGY LLC                               ","1600 STOUT ST STE 1710                            ","DENVER                        ","CO","80202     ","05","069","06303","MSSU                               ","19-7           ","SESE  ",19,"8N    ","68W    ","INJECTION           ","6/26/2007 0:00:00","5-YEAR UIC TEST","-","MDDYJ ","4704-4750                     ","NA                       ","NA    ","8/8/2012 0:00:00","AC",0,480,480,1300,1285,1280,1280,-20,"Y","8/8/2012 0:00:00","APPROVED  ","8/8/2012 0:00:00",40.64049,-105.043248,496343,4498850
"1606","05-069-06303",200113823,"6/29/2007 0:00:00",95233,"WELLINGTON OPERATING COMPANY                      ","6065 S QUEBEC ST  STE 201                         ","ENGLEWOOD                     ","CO","80111     ","05","069","06303","MSSU                               ","19-7           ","SESE  ",19,"8N    ","68W    ","INJECTION           ","7/23/2002 0:00:00","5-YEAR UIC TEST","-","MDDYJ ","4704 - 4750                   ","","","6/26/2007 0:00:00","AC",0,-1,-1,1000,950,930,920,-80,"Y","6/26/2007 0:00:00","APPROVED  ","6/29/2007 0:00:00",40.64049,-105.043248,496343,4498850
"1607","05-069-06303",401369089,"8/8/2017 14:37:40",10312,"PROSPECT ENERGY LLC                               ","1036 COUNTRY CLUB ESTATES DR                      ","CASTLE ROCK                   ","CO","80108     ","05","069","06303","MSSU                               ","19-7           ","SESE  ",19,"8N    ","68W    ","INJECTION           ","8/8/2012 0:00:00","5-YEAR UIC TEST","-","MDDY  ","4704-4750                     ","                         ","      ","8/4/2017 0:00:00","IJ",0,560,560,800,790,780,780,-20,"Y","8/8/2017 14:37:40","APPROVED  ","2/16/2018 14:08:21",40.64049,-105.043248,496343,4498850
"1608","05-069-06305",401119126,"9/27/2016 12:24:51",10312,"PROSPECT ENERGY LLC                               ","880 WOLVERINE COURT                               ","CASTLE ROCK                   ","CO","80108     ","05","069","06305","MSSU                               ","30-15          ","NWSE  ",30,"8N    ","68W    ","SHUT-IN             ","6/26/2007 0:00:00","SI/TA MAINTENANCE STATUS","-","NBRR  ","4164-4240                     ","                         ","4114  ","9/26/2016 0:00:00","SI",0,NA,NA,420,420,420,420,0,"Y","9/27/2016 12:24:51","APPROVED  ","10/28/2016 11:49:17",40.629005,-105.043694,496305,4497575
"1609","05-069-06305",200037928,"4/25/2003 0:00:00",95233,"WELLINGTON OPERATING COMPANY                      ","6065 S QUEBEC ST  STE 201                         ","ENGLEWOOD                     ","CO","80111     ","05","069","06305","MSSU                               ","30-15          ","NESE  ",30,"8N    ","68W    ","INJECTION           ","","5-YEAR UIC TEST","-Note:  Initial test after conversion from producer to injector","MDDYJ ","5004-5054                     ","","","7/23/2002 0:00:00","IJ",380,860,860,1180,1170,1160,1158,-22,"Y","","APPROVED  ","7/25/2002 0:00:00",40.629005,-105.043694,496305,4497575
"1610","05-069-06305",200113868,"6/29/2007 0:00:00",95233,"WELLINGTON OPERATING COMPANY                      ","6065 S QUEBEC ST  STE 201                         ","ENGLEWOOD                     ","CO","80111     ","05","069","06305","MSSU                               ","30-15          ","NESE  ",30,"8N    ","68W    ","INJECTION           ","7/23/2002 0:00:00","5-YEAR UIC TEST","-","MDDYJ ","5004 - 5054                   ","","","6/26/2007 0:00:00","AC",0,1350,1350,1050,1020,1000,990,-60,"Y","6/26/2007 0:00:00","APPROVED  ","6/29/2007 0:00:00",40.629005,-105.043694,496305,4497575
"1611","05-069-06306",401368652,"8/8/2017 14:26:17",10312,"PROSPECT ENERGY LLC                               ","1036 COUNTRY CLUB ESTATES DR                      ","CASTLE ROCK                   ","CO","80108     ","05","069","06306","MSSU                               ","17-2           ","NWSW  ",17,"8N    ","68W    ","INJECTION           ","12/12/2012 0:00:00","5-YEAR UIC TEST","-","MDDY  ","4842-4864                     ","                         ","      ","8/4/2017 0:00:00","IJ",0,1340,1340,1440,1440,1440,1440,0,"Y","8/8/2017 14:26:17","APPROVED  ","11/8/2017 11:44:29",40.658484,-105.036623,496904,4500847
"1612","05-069-06306",200371819,"12/17/2012 0:00:00",10312,"PROSPECT ENERGY LLC                               ","1600 STOUT ST STE 1710                            ","DENVER                        ","CO","80202     ","05","069","06306","MSSU                               ","17-2           ","NWSW  ",17,"8N    ","68W    ","SHUT-IN             ","","VERIFICATION OF REPAIRS","TUBING/PACKER LEAK-Converted from producer to injector","MDDYJ ","4842-4864                     ","NA                       ","NA    ","12/12/2012 0:00:00","SI",0,0,0,1520,1520,1520,1520,0,"Y","12/12/2012 0:00:00","APPROVED  ","12/12/2012 0:00:00",40.658484,-105.036623,496904,4500847
"1613","05-069-06307",900787,"6/29/2006 0:00:00",95233,"WELLINGTON OPERATING COMPANY                      ","6065 S QUEBEC ST  STE 201                         ","ENGLEWOOD                     ","CO","80111     ","05","069","06307","MSSU                               ","20-2           ","NWNW  ",20,"8N    ","68W    ","INJECTION           ","7/11/2001 0:00:00","5-YEAR UIC TEST","-","MDDYJ ","5046-5090                     ","NA                       ","NA    ","6/27/2006 0:00:00","AC",0,420,420,1000,1000,1000,1000,0,"Y","6/27/2006 0:00:00","APPROVED  ","6/29/2006 0:00:00",40.650946,-105.03447,497086,4500011
"1614","05-069-06307",200037901,"4/25/2003 0:00:00",95233,"WELLINGTON OPERATING COMPANY                      ","6065 S QUEBEC ST  STE 201                         ","ENGLEWOOD                     ","CO","80111     ","05","069","06307","MSSU                               ","20-2           ","NWNW  ",20,"8N    ","68W    ","INJECTION           ","6/25/1996 0:00:00","5-YEAR UIC TEST","-","MDDYJ ","5046-5090                     ","","","7/11/2001 0:00:00","SI",0,730,730,1150,1150,1150,1150,0,"Y","7/11/2001 0:00:00","APPROVED  ","7/11/2001 0:00:00",40.650946,-105.03447,497086,4500011
"1615","05-069-06308",401911749,"2/11/2019 15:05:18",52530,"MAGPIE OPERATING, INC                             ","2707 SOUTH COUNTY RD 11                           ","LOVELAND                      ","CO","80537     ","05","069","06308","CHAPMAN RES-WARBERG                ","H-1            ","SENE  ",32,"5N    ","68W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-Shut in for safety prep due to offset horizontal drilling.","NBRR  ","                              ","5,239' to 7,218'         ","      ","1/22/2019 0:00:00","SI",0,320,320,420,420,420,420,0,"Y","2/11/2019 15:05:18","APPROVED  ","2/14/2019 11:32:05",40.357472,-105.021681,498159,4467435
"1616","05-069-06309",402349928,"3/24/2020 19:28:21",10312,"PROSPECT ENERGY LLC                               ","1036 COUNTRY CLUB ESTATES DR                      ","CASTLE ROCK                   ","CO","80108     ","05","069","06309","MSSU                               ","20-1           ","SWNW  ",20,"8N    ","68W    ","INJECTION           ","3/23/2015 0:00:00","5-YEAR UIC TEST","-","MDDY  ","5081-5121                     ","                         ","      ","3/20/2020 0:00:00","IJ",0,480,480,700,700,700,700,0,"Y","3/24/2020 19:28:21","APPROVED  ","4/27/2020 17:59:38",40.64724,-105.03548,497000,4499599
"1617","05-069-06309",200037876,"4/24/2003 0:00:00",95233,"WELLINGTON OPERATING COMPANY                      ","6065 S QUEBEC ST  STE 201                         ","ENGLEWOOD                     ","CO","80111     ","05","069","06309","MSSU                               ","20-1           ","SWNW  ",20,"8N    ","68W    ","INJECTION           ","5/2/1995 0:00:00","5-YEAR UIC TEST","-","MDDYJ ","","","","7/27/2000 0:00:00","TA",0,380,380,735,732,730,730,5,"Y","","APPROVED  ","7/28/2000 0:00:00",40.64724,-105.03548,497000,4499599
"1618","05-069-06309",200074064,"7/21/2005 0:00:00",95233,"WELLINGTON OPERATING COMPANY                      ","6065 S QUEBEC ST  STE 201                         ","ENGLEWOOD                     ","CO","80111     ","05","069","06309","MSSU                               ","20-1           ","SWNW  ",20,"8N    ","68W    ","INJECTION           ","7/27/2000 0:00:00","5-YEAR UIC TEST","-","MDDYJ ","5081-5121                     ","","","7/20/2005 0:00:00","IJ",0,850,850,970,970,970,970,0,"Y","","APPROVED  ","7/21/2005 0:00:00",40.64724,-105.03548,497000,4499599
"1619","05-069-06310",200037922,"4/25/2003 0:00:00",95233,"WELLINGTON OPERATING COMPANY                      ","6065 S QUEBEC ST  STE 201                         ","ENGLEWOOD                     ","CO","80111     ","05","069","06310","MSSU                               ","7-1            ","SWSE  ",7,"8N    ","68W    ","INJECTION           ","7/16/1997 0:00:00","5-YEAR UIC TEST","-","MDDYJ ","","","","7/23/2002 0:00:00","TA",0,-1,-1,320,320,320,320,0,"Y","","APPROVED  ","7/25/2002 0:00:00",40.669728,-105.044624,496228,4502096
"1620","05-069-06310",200113634,"6/27/2007 0:00:00",95233,"WELLINGTON OPERATING COMPANY                      ","6065 S QUEBEC ST  STE 201                         ","ENGLEWOOD                     ","CO","80111     ","05","069","06310","MSSU                               ","7-1            ","SWSE  ",7,"8N    ","68W    ","INJECTION           ","7/23/2002 0:00:00","5-YEAR UIC TEST","-","MDDYJ ","5122-5172                     ","NA                       ","","6/26/2007 0:00:00","PA",0,1170,1190,1550,1550,1550,1550,0,"Y","6/26/2007 0:00:00","APPROVED  ","6/27/2007 0:00:00",40.669728,-105.044624,496228,4502096
"1621","05-069-06312",200037925,"4/25/2003 0:00:00",95233,"WELLINGTON OPERATING COMPANY                      ","6065 S QUEBEC ST  STE 201                         ","ENGLEWOOD                     ","CO","80111     ","05","069","06312","FORT COLLINS MDDY SND              ","17-1           ","SWSW  ",17,"8N    ","68W    ","INJECTION           ","7/16/1997 0:00:00","5-YEAR UIC TEST","-","MDDYJ ","","","","7/23/2002 0:00:00","SI",0,690,690,1710,1710,1710,1710,0,"Y","","APPROVED  ","7/25/2002 0:00:00",40.654403,-105.034364,497095,4500394
